place_overall,place_gender,sex,name,bib,division,half_split,finish
Place Overall,Place Gender,M,,BIB,Division,HALF,Finish
2998,2388,M,"Skala, Christian (AUT)",10419,45-49,01:43:21,03:31:55
2999,2389,M,"Waheed, Alex (USA)",7087,25-29,01:33:10,03:31:55
3000,2390,M,"Gonzalez, Clayton (USA)",1402,25-29,01:29:39,03:31:56
3002,2391,M,"Christiansen, Jakeniah (USA)",8013,30-34,01:30:32,03:31:58
3003,2392,M,"Sharipov, Ruslan (RUS)",4939,40-44,01:41:23,03:31:58
3004,2393,M,"Santos, Federico (MEX)",14084,25-29,01:38:23,03:31:59
3005,2394,M,"Landsberg, Stuart (AUS)",19079,30-34,01:41:01,03:32:00
3006,2395,M,"Serebour, Lot (USA)",8793,35-39,01:37:10,03:32:00
3007,2396,M,"Navarro, Carlos (MEX)",2273,40-44,,03:32:01
3008,2397,M,"Fair, Ryan (USA)",11482,40-44,01:43:23,03:32:01
3010,2398,M,"Cossio, Felipe (COL)",1354,35-39,01:36:48,03:32:01
3013,2399,M,"Fuentes perez, Gabriel (ESP)",33114,45-49,01:40:30,03:32:02
3014,2400,M,"Motsch, Jim (USA)",14357,50-54,01:39:13,03:32:03
3015,2401,M,"Goldoni, Christian (ITA)",12987,35-39,01:46:10,03:32:05
3016,2402,M,"McGuire, Ryan (USA)",18906,20-24,01:44:14,03:32:05
3017,2403,M,"Serna, Julian (COL)",21542,35-39,01:41:51,03:32:07
3019,2404,M,"Lubin, Jackson (USA)",26133,25-29,01:43:54,03:32:08
3020,2405,M,"Hawley, Alex (USA)",8636,30-34,01:41:59,03:32:09
3024,2406,M,"Barnhill, Addison (USA)",9180,20-24,01:29:10,03:32:11
3025,2407,M,"Abu-Taleb, Anan (USA)",8204,60-64,01:43:07,03:32:13
3026,2408,M,"Thayaparan, Swaminathan (USA)",13109,35-39,01:34:42,03:32:14
3027,2409,M,"Calimlim, Roy (USA)",10484,40-44,01:44:12,03:32:14
3029,2410,M,"McCarthy, John (USA)",10714,30-34,01:44:49,03:32:15
3031,2411,M,"Otten, Mathias (USA)",30023,20-24,01:25:03,03:32:16
3033,2412,M,"Ueltschi, Rafael (SUI)",6492,40-44,01:38:24,03:32:18
3035,2413,M,"Martinelli, Danny (USA)",27043,25-29,01:37:37,03:32:20
3036,2414,M,"Roane, Joshua (USA)",32395,25-29,01:38:36,03:32:20
3037,2415,M,"Mongelli, Christian (USA)",6231,40-44,01:36:33,03:32:20
3040,2416,M,"Bessonov, Roman (RUS)",8410,40-44,01:47:20,03:32:24
3041,2417,M,"Abdullahi, Abdilaziz (USA)",4283,40-44,01:34:51,03:32:24
3045,2418,M,"Gagliardi, Rob (USA)",27541,40-44,01:40:37,03:32:26
3046,2419,M,"Li, Andrew (CAN)",1800,50-54,01:41:31,03:32:26
3047,2420,M,"Yoon, Paul (KOR)",14058,30-34,01:35:56,03:32:26
3050,2421,M,"McKelvey, Frank (USA)",12119,55-59,01:34:47,03:32:28
3051,2422,M,"Zielinski, Grzegorz (POL)",6215,45-49,01:39:25,03:32:29
3052,2423,M,"McGarr, Rushton (USA)",6742,55-59,01:44:07,03:32:29
3053,2424,M,"Martinez, Jorge (USA)",4679,40-44,01:42:14,03:32:29
3055,2425,M,"Muthami, Daniel (USA)",24541,50-54,01:43:35,03:32:30
3056,2426,M,"Gulezian, Paul (USA)",10213,40-44,01:40:37,03:32:31
3057,2427,M,"Nudera, Jim (USA)",6439,25-29,01:34:04,03:32:32
3058,2428,M,"Moreno, Lucas (COL)",9249,45-49,01:37:41,03:32:32
3059,2429,M,"Del Valle Castillo, Jaime (MEX)",3406,20-24,01:33:02,03:32:33
3060,2430,M,"Daoust, Joel (USA)",16221,35-39,01:44:32,03:32:33
3061,2431,M,"Phuvasate, Nantachai (USA)",13545,45-49,01:42:24,03:32:33
3064,2432,M,"Busing, John (USA)",32281,35-39,01:46:35,03:32:35
3069,2433,M,"Lewis, Michael (USA)",6287,25-29,01:33:57,03:32:36
3070,2434,M,"Page, Alonzo (USA)",13154,25-29,01:30:54,03:32:36
3071,2435,M,"Payan, Emilio (MEX)",10273,20-24,01:40:23,03:32:36
3073,2436,M,"Lew, Robert (USA)",8174,30-34,01:32:16,03:32:38
3074,2437,M,"Walter, Todd (USA)",9577,55-59,01:44:41,03:32:38
3075,2438,M,"Bulster, Daniel (USA)",5472,30-34,01:34:24,03:32:38
3076,2439,M,"Lazarczuk, Kamil (POL)",12519,40-44,01:42:46,03:32:40
3077,2440,M,"Ramos, Wilmer (COL)",20250,30-34,01:43:08,03:32:40
3078,2441,M,"Mart, David (USA)",11351,65-69,01:43:22,03:32:40
3080,2442,M,"Lee, Joseph (USA)",11968,30-34,01:48:56,03:32:41
3084,2443,M,"Douglas, James (USA)",9406,25-29,01:39:35,03:32:45
3085,2444,M,"Barkume, Brendan (USA)",7532,25-29,01:33:56,03:32:45
3086,2445,M,"Matheson, Daniel (AUS)",7338,45-49,01:29:10,03:32:46
3087,2446,M,"Rafalko, Dariusz (POL)",11381,40-44,01:39:17,03:32:46
3088,2447,M,"Essery, Paul (USA)",12997,30-34,01:40:37,03:32:46
3089,2448,M,"Gutierrez mendez, Daniel (MEX)",16375,35-39,01:45:21,03:32:46
3090,2449,M,"Lary, Tracey (USA)",9469,50-54,01:44:20,03:32:48
3091,2450,M,"Queru, Pascal (FRA)",13672,40-44,01:41:29,03:32:49
3093,2451,M,"Abrego, Eliseo (MEX)",12270,35-39,01:44:18,03:32:51
3094,2452,M,"Rosenblum, Justin (USA)",5420,25-29,01:51:03,03:32:52
3096,2453,M,"Mahon, Denis (USA)",23123,25-29,01:36:21,03:32:54
3097,2454,M,"Almanza jr, Mario (USA)",13883,35-39,01:38:20,03:32:55
3098,2455,M,"Montes, Patricio (CHI)",1567,45-49,01:41:14,03:32:55
3099,2456,M,"Chen, Christopher (USA)",8587,50-54,01:38:40,03:32:55
3100,2457,M,"Mendez, Dairo (COL)",17302,40-44,01:49:15,03:32:55
3101,2458,M,"Montes, Gonzalo (CHI)",12210,40-44,01:38:19,03:32:55
3102,2459,M,"Barnett, Arden (USA)",7472,25-29,01:42:54,03:32:57
3103,2460,M,"Subotenko, Ihor (UKR)",4464,35-39,01:38:32,03:32:57
3105,2461,M,"Morton, Oliver (GBR)",11180,40-44,01:45:11,03:32:59
3106,2462,M,"Ledon, Juan Jose (MEX)",16216,25-29,01:43:49,03:32:59
3107,2463,M,"Nordlund, Randy (USA)",6299,50-54,01:35:46,03:33:00
3109,2464,M,"Thomas, Reji (CAN)",5384,50-54,01:40:44,03:33:01
3111,2465,M,"Rosu, Simon (USA)",31505,25-29,01:42:32,03:33:04
3112,2466,M,"Lee, Oleg (USA)",27816,35-39,01:45:27,03:33:05
3116,2467,M,"Maicach, Daniel (USA)",5435,35-39,01:45:15,03:33:06
3117,2468,M,"Roeder, Ethan (USA)",8724,30-34,01:36:39,03:33:07
3119,2469,M,"Hawkins, Tyler (USA)",8523,35-39,01:39:06,03:33:08
3120,2470,M,"Pierce, William (USA)",9413,40-44,01:36:51,03:33:08
3121,2471,M,"De Lima, Giovani (BRA)",12108,35-39,01:41:22,03:33:11
3122,2472,M,"Salgado, Carlos (MEX)",16212,45-49,01:47:10,03:33:12
3124,2473,M,"Timoney, Kevin (USA)",7351,40-44,01:36:01,03:33:12
3125,2474,M,"Leigh, Michael (USA)",1210,50-54,01:41:56,03:33:12
3126,2475,M,"Higgins, Johnpaul (GBR)",4378,45-49,01:38:38,03:33:13
3127,2476,M,"Oracki, Derrick (AUS)",15112,35-39,01:41:03,03:33:13
3128,2477,M,"Garcia-Cortes, Rafael (USA)",11421,35-39,01:42:23,03:33:14
3129,2478,M,"Rodarte, Arturo (USA)",32048,30-34,01:43:21,03:33:14
3130,2479,M,"Lapointe, Charles (CAN)",1964,50-54,01:35:49,03:33:14
3133,2480,M,"Welti, Stefan (SUI)",2018,30-34,01:36:21,03:33:16
3134,2481,M,"Mosner, Charles (USA)",12846,35-39,01:44:07,03:33:16
3136,2482,M,"Kazmierczak, David (USA)",7318,45-49,01:38:23,03:33:16
3138,2483,M,"Schaible, Ryan (USA)",6901,25-29,01:47:12,03:33:17
3139,2484,M,"Schneider, Jason (USA)",8418,40-44,01:43:08,03:33:17
3140,2485,M,"Fassbender, Markus (GER)",13333,30-34,01:44:24,03:33:18
3142,2486,M,"Battino, Ben (USA)",10594,50-54,01:43:52,03:33:19
3143,2487,M,"Camacho, Javier (PER)",4899,40-44,01:37:41,03:33:20
3145,2488,M,"Garro Donini, Alessio (CRC)",2671,35-39,01:33:35,03:33:22
3146,2489,M,"Moreira Da Silva, Leandro (USA)",8140,35-39,01:39:09,03:33:23
3148,2490,M,"Davis, Keeson (USA)",1619,25-29,01:42:56,03:33:24
3151,2491,M,"Vinci, Greg (USA)",35166,50-54,01:47:34,03:33:25
3152,2492,M,"DeBlauw, Nathan (USA)",24065,25-29,01:38:33,03:33:25
3157,2493,M,"Holbrook, Jonathan (USA)",14235,45-49,01:43:40,03:33:29
3158,2494,M,"Narvaez Monsivais, Luis (USA)",6294,45-49,01:44:26,03:33:29
3160,2495,M,"Park, Joon (USA)",5227,45-49,01:43:45,03:33:30
3161,2496,M,"LeTourneau, Paul (USA)",9480,45-49,01:41:23,03:33:30
3162,2497,M,"Perez, Francisco (MEX)",3448,35-39,01:35:46,03:33:31
3163,2498,M,"Jimenez Seas, Eden (CRC)",2861,40-44,01:37:22,03:33:31
3164,2499,M,"Clark, Royce (USA)",3346,50-54,01:45:43,03:33:32
3165,2500,M,"Lospinoso, Attilio (USA)",4264,20-24,01:28:36,03:33:33
3166,2501,M,"Tekleselassie, Tsegay (ETH)",2460,35-39,01:32:02,03:33:33
3167,2502,M,"Hubner, Joseph (USA)",7493,20-24,01:37:59,03:33:34
3168,2503,M,"Aronson, Jake (USA)",15488,25-29,01:40:39,03:33:36
3170,2504,M,"Compernolle, Peter (USA)",7754,35-39,01:39:39,03:33:37
3171,2505,M,"Saenz Manchola, Ricaurte (COL)",1141,40-44,01:32:37,03:33:38
3172,2506,M,"Perez Nessi, Jose (VEN)",7235,45-49,01:39:54,03:33:39
3173,2507,M,"Iglesias, Jorge (ARG)",1410,50-54,01:39:35,03:33:40
3174,2508,M,"Smith, Andrew (USA)",7072,35-39,01:35:20,03:33:40
3175,2509,M,"Borace, Francesco (PAN)",2319,45-49,01:44:30,03:33:40
3177,2510,M,"Hoch, Dave (USA)",5161,30-34,01:29:52,03:33:42
3179,2511,M,"Saiz, Edward (USA)",6101,30-34,01:31:17,03:33:43
3180,2512,M,"Gichuhi, John (KEN)",2581,40-44,01:36:24,03:33:43
3181,2513,M,"Burnett, Brad (USA)",8086,60-64,01:29:35,03:33:44
3182,2514,M,"Wempe, Joe (USA)",12744,35-39,01:45:08,03:33:44
3183,2515,M,"Mucciolo, Daniel (USA)",16442,40-44,01:43:49,03:33:44
3184,2516,M,"Forde, Matt (GBR)",7312,45-49,01:34:39,03:33:45
3186,2517,M,"Felix, Dino (USA)",14169,30-34,01:29:56,03:33:46
3188,2518,M,"Gutierrez, Leonardo (ARG)",16409,55-59,01:42:41,03:33:49
3190,2519,M,"Ayers, Adam (USA)",15398,40-44,01:36:06,03:33:50
3192,2520,M,"Haslam, Vincent (USA)",3281,35-39,01:33:02,03:33:53
3194,2521,M,"Kaufman, Jacob (USA)",16328,25-29,01:37:08,03:33:54
3195,2522,M,"Bacher, Benjamin (USA)",10510,25-29,01:34:27,03:33:55
3196,2523,M,"Borowsky, Samuel (USA)",17320,25-29,01:46:38,03:33:55
3197,2524,M,"Allard, Jason (USA)",7227,45-49,01:38:39,03:33:55
3198,2525,M,"Gil, Manuel (MEX)",2292,50-54,01:42:39,03:33:56
3199,2526,M,"Ziegler, Brent (USA)",6295,45-49,01:32:28,03:33:56
3200,2527,M,"Petrov, Oleg (RUS)",3587,55-59,01:36:59,03:33:56
3201,2528,M,"Weseloh, Ryan (USA)",6700,25-29,01:37:45,03:33:56
3202,2529,M,"Sommer, Wesley (USA)",8102,35-39,01:29:33,03:33:57
3204,2530,M,"Connolly, Eamonn (USA)",10231,45-49,01:39:30,03:33:58
3205,2531,M,"Mauck, Brandon (USA)",6052,30-34,01:30:58,03:33:58
3206,2532,M,"Nunez Canedo, Carlos (MEX)",21146,25-29,01:43:28,03:33:59
3207,2533,M,"Flores, Alex (USA)",12983,35-39,01:43:58,03:33:59
3208,2534,M,"Ogden, Peter (GBR)",1751,40-44,01:40:25,03:33:59
3209,2535,M,"Pavlik, Stefan (USA)",13567,55-59,01:42:16,03:34:00
3211,2536,M,"Albelo, Gaston (ARG)",15634,40-44,01:43:57,03:34:02
3212,2537,M,"Kia Gie, Foo (SIN)",4733,55-59,01:39:14,03:34:02
3213,2538,M,"Velazquez-Lechuga, Ricardo (MEX)",3469,30-34,01:39:38,03:34:04
3214,2539,M,"Nieves, George (USA)",12910,55-59,01:47:20,03:34:04
3217,2540,M,"Sotiroff, Daniel (USA)",7429,35-39,01:25:31,03:34:05
3218,2541,M,"Aispuro, Gonzalo (ARG)",4902,40-44,01:42:47,03:34:06
3220,2542,M,"Torresani, Roberto (BRA)",7707,45-49,01:47:48,03:34:07
3222,2543,M,"Cleere, Brian (IRL)",8851,35-39,01:46:18,03:34:08
3225,2544,M,"Andrews, Stephen (USA)",7871,45-49,01:47:26,03:34:09
3226,2545,M,"Anorve aguayo, Jorge (MEX)",12295,30-34,01:39:58,03:34:10
3229,2546,M,"Sergunin, Vladimir (RUS)",4697,35-39,01:44:29,03:34:11
3230,2547,M,"Saf, John (USA)",6870,55-59,01:45:24,03:34:11
3235,2548,M,"Gutierrez, Dario (USA)",5584,35-39,01:37:23,03:34:14
3236,2549,M,"Imbraguglio, Niko (USA)",12574,35-39,01:43:23,03:34:15
3239,2550,M,"Alanis, Gabriel (MEX)",3475,30-34,01:39:42,03:34:15
3240,2551,M,"MacLellan, Chris (USA)",8211,35-39,01:43:54,03:34:15
3241,2552,M,"Klang, Danny (USA)",22953,30-34,01:38:53,03:34:18
3242,2553,M,"Hashim, David (USA)",13658,35-39,01:38:34,03:34:18
3243,2554,M,"Perdomo Llanos, Mario Alejandro (COL)",2640,35-39,01:45:58,03:34:18
3244,2555,M,"Reyes, Jose (COL)",10396,45-49,01:41:53,03:34:18
3246,2556,M,"Enerio, Marvin Louie (USA)",12577,30-34,01:28:50,03:34:19
3247,2557,M,"Gadd, Todd (USA)",5336,45-49,01:37:46,03:34:19
3248,2558,M,"Ferrah, Steve (USA)",24069,30-34,01:42:29,03:34:20
3249,2559,M,"Weisberg, Logan (USA)",12206,25-29,01:44:47,03:34:20
3250,2560,M,"Norman, Chaz (USA)",8438,25-29,01:38:26,03:34:22
3251,2561,M,"Zurlo, Mark (USA)",9303,35-39,01:42:42,03:34:23
3252,2562,M,"Averbakh, Maksim (RUS)",2352,40-44,01:38:40,03:34:23
3253,2563,M,"Andrade, Martin (USA)",14141,25-29,01:36:45,03:34:23
3254,2564,M,"Peralta, Marco Antonio (MEX)",21005,40-44,01:45:43,03:34:24
3255,2565,M,"Katzenberger, Thomas (GER)",13501,40-44,01:41:05,03:34:24
3256,2566,M,"Frieling, James (USA)",17380,20-24,01:42:32,03:34:24
3258,2567,M,"Deffenbacher, Justin (USA)",8216,25-29,01:30:20,03:34:25
3259,2568,M,"Coloma, Cristian (CHI)",6378,35-39,01:49:35,03:34:25
3260,2569,M,"O'Dwyer, William (USA)",6347,40-44,01:41:48,03:34:26
3261,2570,M,"Joy, Joseph (USA)",10340,35-39,01:34:28,03:34:26
3262,2571,M,"Holland, Timothy (USA)",3394,25-29,01:43:56,03:34:26
3263,2572,M,"He, Yecheng (CHN)",11336,40-44,01:35:22,03:34:26
3266,2573,M,"Meza Guardiola, Rigoberto (MEX)",3503,40-44,01:43:54,03:34:28
3271,2574,M,"Newlin, Sean (USA)",13416,30-34,01:39:37,03:34:30
3275,2575,M,"Zhyruk, Mykhaylo (UKR)",19398,25-29,01:48:56,03:34:34
3276,2576,M,"Saieh, Alexander (COL)",12467,40-44,01:44:58,03:34:34
3277,2577,M,"Miller, Kenny (USA)",16964,40-44,01:47:03,03:34:34
3278,2578,M,"Vreeland, Randy (USA)",16957,30-34,01:47:03,03:34:35
3279,2579,M,"Maharjan, Hari (USA)",30048,50-54,01:38:20,03:34:36
3282,2580,M,"Schunk, Andre (USA)",11629,40-44,01:41:59,03:34:40
3283,2581,M,"McCabe, Michael (USA)",28112,20-24,01:42:23,03:34:41
3284,2582,M,"Hanna, Dan (USA)",12841,30-34,01:38:28,03:34:41
3287,2583,M,"Lunsford, Stephen (USA)",7585,50-54,01:43:48,03:34:43
3288,2584,M,"Cao, Daniel (USA)",10522,30-34,01:32:50,03:34:43
3289,2585,M,"Lora, Carlos (USA)",30255,50-54,01:43:12,03:34:44
3293,2586,M,"Paez Moreno, Daniel (COL)",2649,25-29,01:42:30,03:34:45
3294,2587,M,"Gurevitch, Jason (CAN)",1269,50-54,01:36:06,03:34:46
3295,2588,M,"Fisher, Brandon (USA)",6288,40-44,01:33:29,03:34:46
3296,2589,M,"Miller, Andrew (USA)",14154,30-34,01:44:03,03:34:46
3297,2590,M,"Yang, Xiaorui (CHN)",25043,30-34,01:40:20,03:34:46
3298,2591,M,"Flores, Adam (USA)",14157,25-29,01:44:03,03:34:46
3299,2592,M,"Pavlov, Nikola (MKD)",2075,30-34,01:34:30,03:34:47
3301,2593,M,"Boston, Andrew (USA)",7977,40-44,01:40:24,03:34:49
3303,2594,M,"Starkey, James (USA)",27025,35-39,01:33:40,03:34:50
3305,2595,M,"Flores Jimenez, Francisco Javier (ECU)",20110,40-44,01:46:09,03:34:53
3306,2596,M,"Berrill, Kevin (USA)",16260,40-44,01:42:30,03:34:55
3307,2597,M,"Alleyne, Keron (USA)",6774,30-34,01:43:22,03:34:55
3310,2598,M,"Zona, Dom (USA)",10457,25-29,01:34:52,03:34:55
3311,2599,M,"Cipolla, Brian (USA)",10424,40-44,01:37:03,03:34:55
3312,2600,M,"Gonzalez Lopez, Jaime (MEX)",3783,35-39,01:44:35,03:34:56
3313,2601,M,"Montiel Couary, Jose Antonio (MEX)",3985,35-39,01:44:27,03:34:57
3315,2602,M,"Spasiano, Jack (USA)",15107,30-34,01:41:40,03:34:58
3316,2603,M,"Salaverria, Gerardo (ESA)",2711,35-39,01:40:53,03:34:58
3317,2604,M,"Cardito, Alessandro (ITA)",12224,30-34,01:36:00,03:34:59
3319,2605,M,"Burns, Daniel (USA)",5502,35-39,01:32:17,03:35:00
3321,2606,M,"Quintanilla, Eduardo (MEX)",3493,25-29,01:39:48,03:35:01
3322,2607,M,"Jimenez, Daniel (CRC)",1153,25-29,01:29:02,03:35:01
3323,2608,M,"Hall, Brendan (USA)",12197,25-29,01:39:30,03:35:02
3324,2609,M,"Barranco, Sam (USA)",10334,20-24,01:40:24,03:35:03
3325,2610,M,"Kuminecz, Shawn (USA)",7299,40-44,01:38:27,03:35:04
3326,2611,M,"Mendelson, Kyle (USA)",6893,30-34,01:44:11,03:35:04
3327,2612,M,"Hartong-Redden, Rory (USA)",12703,30-34,01:44:22,03:35:04
3328,2613,M,"Irwin, Brian (USA)",10365,45-49,01:40:46,03:35:04
3329,2614,M,"Sereno reyes, Juan Carlos (MEX)",21136,40-44,01:45:35,03:35:06
3331,2615,M,"Komuro, Hiroaki (JPN)",8426,25-29,01:29:40,03:35:07
3332,2616,M,"Siefring, Robert (USA)",21405,20-24,01:37:32,03:35:07
3334,2617,M,"Williams, Justin (USA)",14314,30-34,01:40:17,03:35:08
3335,2618,M,"Lopez, Alex (USA)",9028,25-29,01:26:25,03:35:08
3336,2619,M,"Roman, Mauricio (USA)",5201,40-44,01:34:27,03:35:08
3337,2620,M,"Roldan, Octavio (MEX)",3481,25-29,,03:35:09
3338,2621,M,"Sun, Dechang (USA)",6208,55-59,01:31:53,03:35:09
3339,2622,M,"Lara, Pedro (MEX)",21083,25-29,01:40:07,03:35:09
3340,2623,M,"Ratto Schol, Stefano (PER)",10010,25-29,01:31:18,03:35:10
3342,2624,M,"Maggio, Ricardo (CHI)",12299,35-39,01:45:06,03:35:11
3343,2625,M,"Schilter, Scott (USA)",11176,45-49,01:42:24,03:35:11
3344,2626,M,"Hughes, Daniel (USA)",14957,35-39,01:41:08,03:35:11
3346,2627,M,"Riccio de Oliveira, Alexandre (BRA)",1446,40-44,01:42:55,03:35:12
3347,2628,M,"Oberholzer, Jose (SUI)",4173,50-54,01:46:19,03:35:13
3351,2629,M,"Meirovich, Guido (ARG)",16021,25-29,01:46:12,03:35:16
3354,2630,M,"Toro Arteaga, Felipe (CHI)",1571,25-29,01:38:37,03:35:17
3355,2631,M,"Perez Lizardi, Fernando (MEX)",2597,35-39,01:37:08,03:35:18
3356,2632,M,"Windsor, Bryan (USA)",34127,25-29,01:24:36,03:35:18
3357,2633,M,"Herr, John (USA)",4310,30-34,01:34:16,03:35:19
3358,2634,M,"Quinn, Colin (USA)",14472,35-39,01:47:21,03:35:19
3359,2635,M,"Alexander, Joel (USA)",13981,45-49,01:44:35,03:35:19
3360,2636,M,"Kwon, Will (USA)",24200,25-29,01:44:47,03:35:21
3362,2637,M,"Lacarriere, Baptiste (FRA)",8586,35-39,01:39:50,03:35:22
3363,2638,M,"Maguire, Gareth (IRL)",16042,40-44,01:44:34,03:35:23
3364,2639,M,"Meuleners, Christopher (USA)",18536,40-44,01:43:08,03:35:23
3365,2640,M,"Pragalz, John (USA)",33174,35-39,01:44:23,03:35:24
3366,2641,M,"Eckhardt, Derik (USA)",6154,35-39,01:27:46,03:35:24
3368,2642,M,"Griffiths, Harley (USA)",32114,30-34,01:40:49,03:35:25
3369,2643,M,"Brundage, Thomas (USA)",30200,20-24,01:41:53,03:35:26
3370,2644,M,"Lipski, Scott (USA)",5094,45-49,01:31:35,03:35:27
3371,2645,M,"Bahus, Frank (USA)",10496,65-69,01:44:41,03:35:27
3373,2646,M,"Wedel, Jason (USA)",13944,45-49,01:42:10,03:35:29
3374,2647,M,"Baratta, Paul (USA)",5403,25-29,01:36:39,03:35:29
3375,2648,M,"Butterfield, Kevin (CAN)",1741,45-49,01:44:18,03:35:30
3376,2649,M,"Grosman, Matias (ARG)",10314,40-44,01:34:40,03:35:30
3377,2650,M,"Chen, Minhan (USA)",7664,55-59,01:44:34,03:35:30
3379,2651,M,"Nieman, Addison (USA)",14090,30-34,01:30:36,03:35:30
3380,2652,M,"Glennon, Graham (USA)",35341,25-29,01:41:42,03:35:30
3383,2653,M,"Reyes, Nicholas (USA)",19237,19 and under,01:40:54,03:35:32
3384,2654,M,"Mauri, Cody (USA)",31199,25-29,01:45:56,03:35:33
3385,2655,M,"Resendes, Bruno (BRA)",11450,35-39,01:46:34,03:35:34
3387,2656,M,"Cortes, Oscar (COL)",2895,30-34,01:46:39,03:35:35
3388,2657,M,"Shipman, Mark (USA)",8524,25-29,01:37:04,03:35:36
3389,2658,M,"Mucino, Santiago (MEX)",14185,20-24,01:43:52,03:35:37
3391,2659,M,"Gonzalez, Isidro (MEX)",16010,55-59,01:40:41,03:35:37
3392,2660,M,"Bestrom, Philip (USA)",5001,35-39,01:34:29,03:35:39
3393,2661,M,"Flores, Braulio Edgar (MEX)",6550,45-49,01:26:13,03:35:39
3394,2662,M,"Vega, David (USA)",12045,40-44,01:39:24,03:35:39
3399,2663,M,"Viesca, Gerardo (MEX)",4619,35-39,01:44:39,03:35:41
3400,2664,M,"Sullivan, Thomas (USA)",4038,25-29,01:30:49,03:35:42
3401,2665,M,"Picon Gomez, Jahir (PER)",17305,40-44,01:45:42,03:35:42
3404,2666,M,"Franyutti, Juan (MEX)",10016,30-34,01:29:37,03:35:43
3405,2667,M,"Ma, Jiaji (CHN)",1124,20-24,01:26:20,03:35:43
3406,2668,M,"Roe, Aaron (USA)",7228,30-34,01:33:01,03:35:44
3409,2669,M,"Yu, Liang Gang (CAN)",6930,45-49,01:46:54,03:35:44
3410,2670,M,"Paez, Diego (COL)",17525,40-44,01:42:30,03:35:45
3411,2671,M,"Arzola, Carlos (MEX)",16338,40-44,01:39:16,03:35:45
3412,2672,M,"Huemme, Kyle (USA)",5600,25-29,01:42:43,03:35:46
3414,2673,M,"Vasiloff, Eric (USA)",6500,35-39,01:41:16,03:35:47
3415,2674,M,"Hilliard, Jeff (USA)",13358,40-44,01:41:02,03:35:47
3416,2675,M,"Bothe-Schmidt, Stefan (CAN)",10237,35-39,01:41:35,03:35:48
3417,2676,M,"Raices, Juan (USA)",3571,40-44,01:41:37,03:35:49
3418,2677,M,"Ripple, Michael (USA)",7648,35-39,01:44:29,03:35:49
3419,2678,M,"Broll, Jason (USA)",4160,40-44,01:36:56,03:35:50
3420,2679,M,"Lee, Andrew (USA)",14420,35-39,01:40:01,03:35:52
3423,2680,M,"Venkataraman, Hirsha (USA)",15560,30-34,01:47:49,03:35:53
3426,2681,M,"Casas, Vince (USA)",10851,30-34,01:48:15,03:35:58
3427,2682,M,"Chavez, Chris (USA)",6252,25-29,01:39:37,03:35:58
3428,2683,M,"Barclay, Steven (USA)",6511,45-49,01:40:35,03:35:59
3429,2684,M,"Beardslee, Nico (USA)",8364,35-39,01:38:02,03:35:59
3431,2685,M,"Lissak, Matt (USA)",8017,30-34,01:27:05,03:36:00
3432,2686,M,"Corelle, Henry (USA)",9695,30-34,01:40:24,03:36:00
3435,2687,M,"Kuzinski, Cory (USA)",15958,40-44,01:41:32,03:36:01
3436,2688,M,"Flener, Karl (USA)",14054,45-49,01:40:20,03:36:03
3439,2689,M,"Boria, Rafael (USA)",22050,35-39,01:47:37,03:36:04
3441,2690,M,"Arias cervantes, Edgar (MEX)",21091,20-24,01:44:52,03:36:07
3444,2691,M,"Byun, Eric (USA)",6475,40-44,01:43:08,03:36:07
3445,2692,M,"Choi, Insik (KOR)",5199,35-39,01:34:21,03:36:11
3446,2693,M,"Scott, Connor (USA)",7687,25-29,01:38:00,03:36:12
3448,2694,M,"Hilado, Gerard (USA)",10325,40-44,01:32:21,03:36:13
3449,2695,M,"Kelly, Kamran (USA)",10434,20-24,01:29:56,03:36:13
3451,2696,M,"Khmelovskyi, Volodymyr (UKR)",4467,30-34,01:45:37,03:36:16
3452,2697,M,"Dennie, Patrick (USA)",13438,50-54,01:46:18,03:36:16
3453,2698,M,"Dihiansan, Jamie (USA)",16346,45-49,01:33:04,03:36:16
3456,2699,M,"Lawson, James (USA)",13798,40-44,01:46:07,03:36:17
3457,2700,M,"Diaz, Christopher (USA)",9505,35-39,01:41:42,03:36:17
3460,2701,M,"Schloss, Adam (USA)",10820,30-34,01:49:21,03:36:20
3461,2702,M,"Mazzone, Eric (USA)",6832,35-39,01:45:49,03:36:21
3464,2703,M,"Espinoza, Santiago (MEX)",2291,40-44,01:36:15,03:36:22
3465,2704,M,"Soeka, Erik (USA)",30109,30-34,01:41:12,03:36:22
3466,2705,M,"Watson, Kristofer (USA)",12813,35-39,01:45:54,03:36:22
3467,2706,M,"Tanabe, Koichi (JPN)",14329,45-49,01:38:15,03:36:23
3468,2707,M,"Ritchie, Tim (USA)",14448,35-39,01:49:46,03:36:23
3469,2708,M,"Hipolito, Jose (USA)",14297,20-24,01:44:23,03:36:24
3470,2709,M,"Bernal, Nicolas (USA)",6539,40-44,01:43:03,03:36:24
3475,2710,M,"Nichayapun, Veerasak (THA)",7812,35-39,01:44:17,03:36:29
3476,2711,M,"Bowie, Jason (USA)",12338,35-39,01:40:51,03:36:30
3478,2712,M,"Kiniashev, Dmitrii (RUS)",2349,50-54,01:40:26,03:36:31
3479,2713,M,"Santos, Fabio (BRA)",7291,40-44,01:32:49,03:36:32
3481,2714,M,"Bergin, Eric (USA)",3280,45-49,01:44:55,03:36:33
